cik,cik_full,ticker,accn,form,fy,10k_path
1333493,0001333493,EHTH,0001333493-21-000019,10-K,2020,https://www.sec.gov/Archives/edgar/data/1333493/000133349321000019/0001333493-21-000019.txt
1780201,0001780201,LVLU,0001333493-21-000019,10-K,2020,https://www.sec.gov/Archives/edgar/data/1780201/000133349321000019/0001333493-21-000019.txt
1842566,0001842566,BYTS,0001333493-21-000019,10-K,2020,https://www.sec.gov/Archives/edgar/data/1842566/000133349321000019/0001333493-21-000019.txt
1839550,0001839550,FACA,0001333493-21-000019,10-K,2020,https://www.sec.gov/Archives/edgar/data/1839550/000133349321000019/0001333493-21-000019.txt
1645842,0001645842,ZY,0001333493-21-000019,10-K,2020,https://www.sec.gov/Archives/edgar/data/1645842/000133349321000019/0001333493-21-000019.txt
1746473,0001746473,PLRX,0001564590-21-013589,10-K,2020,https://www.sec.gov/Archives/edgar/data/1746473/000156459021013589/0001564590-21-013589.txt
1462056,0001462056,BLZE,0001564590-21-013589,10-K,2020,https://www.sec.gov/Archives/edgar/data/1462056/000156459021013589/0001564590-21-013589.txt
1596961,0001596961,RMBL,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1596961/000165495421003633/0001654954-21-003633.txt
1837739,0001837739,CLAA,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1837739/000165495421003633/0001654954-21-003633.txt
46207,0000046207,HAWEL,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/46207/000165495421003633/0001654954-21-003633.txt
1709505,0001709505,BEST,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1709505/000165495421003633/0001654954-21-003633.txt
1717457,0001717457,CPZ,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1717457/000165495421003633/0001654954-21-003633.txt
1796898,0001796898,MAXN,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1796898/000165495421003633/0001654954-21-003633.txt
1288992,0001288992,EFT,0001654954-21-003633,10-K,2020,https://www.sec.gov/Archives/edgar/data/1288992/000165495421003633/0001654954-21-003633.txt
1819175,0001819175,PIAI,0001193125-21-102100,10-K,2020,https://www.sec.gov/Archives/edgar/data/1819175/000119312521102100/0001193125-21-102100.txt
1743344,0001743344,PYR,0001193125-21-102100,10-K,2020,https://www.sec.gov/Archives/edgar/data/1743344/000119312521102100/0001193125-21-102100.txt
1695357,0001695357,PRVB,0001493152-21-004781,10-K,2020,https://www.sec.gov/Archives/edgar/data/1695357/000149315221004781/0001493152-21-004781.txt
1633932,0001633932,EPIX,0001558370-21-016181,10-K,2021,https://www.sec.gov/Archives/edgar/data/1633932/000155837021016181/0001558370-21-016181.txt
1524025,0001524025,TLYS,0001628280-21-006293,10-K,2020,https://www.sec.gov/Archives/edgar/data/1524025/000162828021006293/0001628280-21-006293.txt
1012477,0001012477,AVDL,0001012477-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1012477/000101247721000004/0001012477-21-000004.txt
1825473,0001825473,PRSR,0001213900-21-018837,10-K,2020,https://www.sec.gov/Archives/edgar/data/1825473/000121390021018837/0001213900-21-018837.txt
1733257,0001733257,FNCH,0001213900-21-018837,10-K,2020,https://www.sec.gov/Archives/edgar/data/1733257/000121390021018837/0001213900-21-018837.txt
1417892,0001417892,SOL,0001213900-21-018837,10-K,2020,https://www.sec.gov/Archives/edgar/data/1417892/000121390021018837/0001213900-21-018837.txt
1862068,0001862068,FOUN,0001213900-21-018837,10-K,2020,https://www.sec.gov/Archives/edgar/data/1862068/000121390021018837/0001213900-21-018837.txt
1839132,0001839132,PFDR,0001213900-21-018837,10-K,2020,https://www.sec.gov/Archives/edgar/data/1839132/000121390021018837/0001213900-21-018837.txt
1399520,0001399520,STKS,0001558370-21-003244,10-K,2020,https://www.sec.gov/Archives/edgar/data/1399520/000155837021003244/0001558370-21-003244.txt
1820727,0001820727,MUDS,0001104659-21-046086,10-K,2020,https://www.sec.gov/Archives/edgar/data/1820727/000110465921046086/0001104659-21-046086.txt
1841873,0001841873,KVSA,0001104659-21-046086,10-K,2020,https://www.sec.gov/Archives/edgar/data/1841873/000110465921046086/0001104659-21-046086.txt
810958,0000810958,CZNC,0001558370-21-002437,10-K,2020,https://www.sec.gov/Archives/edgar/data/810958/000155837021002437/0001558370-21-002437.txt
703604,0000703604,LAWS,0000703604-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/703604/000070360421000035/0000703604-21-000035.txt
1422142,0001422142,AADI,0001564590-21-012252,10-K,2020,https://www.sec.gov/Archives/edgar/data/1422142/000156459021012252/0001564590-21-012252.txt
1121484,0001121484,OIS,0001121484-21-000046,10-K,2020,https://www.sec.gov/Archives/edgar/data/1121484/000112148421000046/0001121484-21-000046.txt
1864448,0001864448,WEJO,0001121484-21-000046,10-K,2020,https://www.sec.gov/Archives/edgar/data/1864448/000112148421000046/0001121484-21-000046.txt
1002590,0001002590,SGU,0001564590-21-059752,10-K,2021,https://www.sec.gov/Archives/edgar/data/1002590/000156459021059752/0001564590-21-059752.txt
1855457,0001855457,KORE,0001564590-21-059752,10-K,2021,https://www.sec.gov/Archives/edgar/data/1855457/000156459021059752/0001564590-21-059752.txt
1253176,0001253176,VAPO,0001564590-21-008100,10-K,2020,https://www.sec.gov/Archives/edgar/data/1253176/000156459021008100/0001564590-21-008100.txt
1370450,0001370450,WLDN,0001558370-21-003104,10-K,2020,https://www.sec.gov/Archives/edgar/data/1370450/000155837021003104/0001558370-21-003104.txt
1628063,0001628063,SRG,0001564590-21-013212,10-K,2020,https://www.sec.gov/Archives/edgar/data/1628063/000156459021013212/0001564590-21-013212.txt
314203,0000314203,MUX,0001558370-21-002708,10-K,2020,https://www.sec.gov/Archives/edgar/data/314203/000155837021002708/0001558370-21-002708.txt
1750264,0001750264,PUYI,0001558370-21-002708,10-K,2020,https://www.sec.gov/Archives/edgar/data/1750264/000155837021002708/0001558370-21-002708.txt
1043337,0001043337,SRI,0001558370-21-001646,10-K,2020,https://www.sec.gov/Archives/edgar/data/1043337/000155837021001646/0001558370-21-001646.txt
1527728,0001527728,ENOB,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1527728/000173112221001565/0001731122-21-001565.txt
1833235,0001833235,PSAG,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1833235/000173112221001565/0001731122-21-001565.txt
1848959,0001848959,DCRD,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1848959/000173112221001565/0001731122-21-001565.txt
1649752,0001649752,NMG,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1649752/000173112221001565/0001731122-21-001565.txt
1819253,0001819253,HYAC,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1819253/000173112221001565/0001731122-21-001565.txt
813639,0000813639,NSR,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/813639/000173112221001565/0001731122-21-001565.txt
1794338,0001794338,IGIC,0001731122-21-001565,10-K,2021,https://www.sec.gov/Archives/edgar/data/1794338/000173112221001565/0001731122-21-001565.txt
1285819,0001285819,OMER,0001558370-21-002177,10-K,2020,https://www.sec.gov/Archives/edgar/data/1285819/000155837021002177/0001558370-21-002177.txt
1463972,0001463972,VUZI,0001558370-21-003001,10-K,2020,https://www.sec.gov/Archives/edgar/data/1463972/000155837021003001/0001558370-21-003001.txt
351817,0000351817,SBOW,0000351817-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/351817/000035181721000005/0000351817-21-000005.txt
1035092,0001035092,SHBI,0001558370-21-003505,10-K,2020,https://www.sec.gov/Archives/edgar/data/1035092/000155837021003505/0001558370-21-003505.txt
1341141,0001341141,CTT,0001341141-21-000011,10-K,2020,https://www.sec.gov/Archives/edgar/data/1341141/000134114121000011/0001341141-21-000011.txt
25475,0000025475,CRD-A,0001564590-21-010973,10-K,2020,https://www.sec.gov/Archives/edgar/data/25475/000156459021010973/0001564590-21-010973.txt
1820302,0001820302,BKKT,0001193125-21-100874,10-K,2020,https://www.sec.gov/Archives/edgar/data/1820302/000119312521100874/0001193125-21-100874.txt
891166,0000891166,UVE,0000891166-21-000018,10-K,2020,https://www.sec.gov/Archives/edgar/data/891166/000089116621000018/0000891166-21-000018.txt
850429,0000850429,TG,0000850429-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/850429/000085042921000020/0000850429-21-000020.txt
1850902,0001850902,TKNO,0000850429-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1850902/000085042921000020/0000850429-21-000020.txt
1840317,0001840317,PLMI,0000850429-21-000020,10-K,2020,https://www.sec.gov/Archives/edgar/data/1840317/000085042921000020/0000850429-21-000020.txt
1066194,0001066194,EGAN,0001558370-21-012388,10-K,2021,https://www.sec.gov/Archives/edgar/data/1066194/000155837021012388/0001558370-21-012388.txt
1741830,0001741830,KRON,0001741830-21-000018,10-K,2020,https://www.sec.gov/Archives/edgar/data/1741830/000174183021000018/0001741830-21-000018.txt
1819404,0001819404,NRDY,0001564590-21-006075,10-K,2020,https://www.sec.gov/Archives/edgar/data/1819404/000156459021006075/0001564590-21-006075.txt
1156388,0001156388,BGFV,0001564590-21-010511,10-K,2020,https://www.sec.gov/Archives/edgar/data/1156388/000156459021010511/0001564590-21-010511.txt
1777319,0001777319,CISO,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1777319/000149315221007433/0001493152-21-007433.txt
1834032,0001834032,CSTA,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1834032/000149315221007433/0001493152-21-007433.txt
1843205,0001843205,HCNE,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1843205/000149315221007433/0001493152-21-007433.txt
1842279,0001842279,ACTD,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1842279/000149315221007433/0001493152-21-007433.txt
1835579,0001835579,IKNA,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1835579/000149315221007433/0001493152-21-007433.txt
1829558,0001829558,ANAC,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1829558/000149315221007433/0001493152-21-007433.txt
1837248,0001837248,SDAC,0001493152-21-007433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1837248/000149315221007433/0001493152-21-007433.txt
1455684,0001455684,TPIC,0001564590-21-008945,10-K,2020,https://www.sec.gov/Archives/edgar/data/1455684/000156459021008945/0001564590-21-008945.txt
1651944,0001651944,DMTK,0001564590-21-011293,10-K,2020,https://www.sec.gov/Archives/edgar/data/1651944/000156459021011293/0001564590-21-011293.txt
826020,0000826020,BRW,0001564590-21-011293,10-K,2020,https://www.sec.gov/Archives/edgar/data/826020/000156459021011293/0001564590-21-011293.txt
1289340,0001289340,STXS,0001493152-21-005868,10-K,2020,https://www.sec.gov/Archives/edgar/data/1289340/000149315221005868/0001493152-21-005868.txt
1802749,0001802749,ZEV,0001564590-21-017109,10-K,2020,https://www.sec.gov/Archives/edgar/data/1802749/000156459021017109/0001564590-21-017109.txt
1348911,0001348911,KALV,0001564590-21-036441,10-K,2021,https://www.sec.gov/Archives/edgar/data/1348911/000156459021036441/0001564590-21-036441.txt
1845618,0001845618,TWCB,0001564590-21-036441,10-K,2021,https://www.sec.gov/Archives/edgar/data/1845618/000156459021036441/0001564590-21-036441.txt
1785041,0001785041,CHPM,0001140361-21-010876,10-K,2020,https://www.sec.gov/Archives/edgar/data/1785041/000114036121010876/0001140361-21-010876.txt
1619544,0001619544,JFU,0001140361-21-010876,10-K,2020,https://www.sec.gov/Archives/edgar/data/1619544/000114036121010876/0001140361-21-010876.txt
1071236,0001071236,RRBI,0001071236-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1071236/000107123621000035/0001071236-21-000035.txt
1827506,0001827506,TALS,0001071236-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1827506/000107123621000035/0001071236-21-000035.txt
1844135,0001844135,SIER,0001071236-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1844135/000107123621000035/0001071236-21-000035.txt
1318885,0001318885,DSX,0001071236-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1318885/000107123621000035/0001071236-21-000035.txt
1830547,0001830547,SSAA,0001071236-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1830547/000107123621000035/0001071236-21-000035.txt
1819493,0001819493,XOS,0001213900-21-019298,10-K,2020,https://www.sec.gov/Archives/edgar/data/1819493/000121390021019298/0001213900-21-019298.txt
1347858,0001347858,XXII,0001558370-21-002771,10-K,2020,https://www.sec.gov/Archives/edgar/data/1347858/000155837021002771/0001558370-21-002771.txt
1420520,0001420520,ATOM,0001683168-22-001031,10-K,2021,https://www.sec.gov/Archives/edgar/data/1420520/000168316822001031/0001683168-22-001031.txt
1768012,0001768012,GNOG,0001104659-21-044733,10-K,2020,https://www.sec.gov/Archives/edgar/data/1768012/000110465921044733/0001104659-21-044733.txt
1419945,0001419945,TNK,0001104659-21-044733,10-K,2020,https://www.sec.gov/Archives/edgar/data/1419945/000110465921044733/0001104659-21-044733.txt
1494904,0001494904,GBLI,0001564590-21-012923,10-K,2020,https://www.sec.gov/Archives/edgar/data/1494904/000156459021012923/0001564590-21-012923.txt
1865377,0001865377,ARGU,0001564590-21-012923,10-K,2020,https://www.sec.gov/Archives/edgar/data/1865377/000156459021012923/0001564590-21-012923.txt
1829042,0001829042,HMCO,0001140361-21-010884,10-K,2020,https://www.sec.gov/Archives/edgar/data/1829042/000114036121010884/0001140361-21-010884.txt
1725293,0001725293,GRIN,0001140361-21-010884,10-K,2020,https://www.sec.gov/Archives/edgar/data/1725293/000114036121010884/0001140361-21-010884.txt
1842329,0001842329,AGGR,0001140361-21-010884,10-K,2020,https://www.sec.gov/Archives/edgar/data/1842329/000114036121010884/0001140361-21-010884.txt
764195,0000764195,VBIV,0001493152-21-005171,10-K,2020,https://www.sec.gov/Archives/edgar/data/764195/000149315221005171/0001493152-21-005171.txt
1838163,0001838163,DHCA,0001493152-21-005171,10-K,2020,https://www.sec.gov/Archives/edgar/data/1838163/000149315221005171/0001493152-21-005171.txt
1318484,0001318484,CTRN,0001558370-21-004258,10-K,2020,https://www.sec.gov/Archives/edgar/data/1318484/000155837021004258/0001558370-21-004258.txt
1624140,0001624140,JMKJ,0001017386-21-000478,10-K,2021,https://www.sec.gov/Archives/edgar/data/1624140/000101738621000478/0001017386-21-000478.txt
1313275,0001313275,BCOV,0001193125-22-046734,10-K,2021,https://www.sec.gov/Archives/edgar/data/1313275/000119312522046734/0001193125-22-046734.txt
1606457,0001606457,ATTO,0001193125-22-046734,10-K,2021,https://www.sec.gov/Archives/edgar/data/1606457/000119312522046734/0001193125-22-046734.txt
720858,0000720858,ITIC,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/720858/000072085821000008/0000720858-21-000008.txt
1350869,0001350869,GLO,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1350869/000072085821000008/0000720858-21-000008.txt
1804583,0001804583,RAAS,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1804583/000072085821000008/0000720858-21-000008.txt
1828817,0001828817,HTPA,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1828817/000072085821000008/0000720858-21-000008.txt
1834336,0001834336,FSRX,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1834336/000072085821000008/0000720858-21-000008.txt
1841420,0001841420,ESM,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1841420/000072085821000008/0000720858-21-000008.txt
1822366,0001822366,ALTU,0000720858-21-000008,10-K,2020,https://www.sec.gov/Archives/edgar/data/1822366/000072085821000008/0000720858-21-000008.txt
1821742,0001821742,XPOA,0001213900-21-019251,10-K,2020,https://www.sec.gov/Archives/edgar/data/1821742/000121390021019251/0001213900-21-019251.txt
1529463,0001529463,FTSI,0001558370-21-002464,10-K,2020,https://www.sec.gov/Archives/edgar/data/1529463/000155837021002464/0001558370-21-002464.txt
1681206,0001681206,NODK,0001174947-21-000255,10-K,2020,https://www.sec.gov/Archives/edgar/data/1681206/000117494721000255/0001174947-21-000255.txt
1850316,0001850316,ACDI,0001174947-21-000255,10-K,2020,https://www.sec.gov/Archives/edgar/data/1850316/000117494721000255/0001174947-21-000255.txt
1111485,0001111485,RXST,0001174947-21-000255,10-K,2020,https://www.sec.gov/Archives/edgar/data/1111485/000117494721000255/0001174947-21-000255.txt
1574085,0001574085,BHR,0001574085-21-000029,10-K,2020,https://www.sec.gov/Archives/edgar/data/1574085/000157408521000029/0001574085-21-000029.txt
1832950,0001832950,KRNL,0001574085-21-000029,10-K,2020,https://www.sec.gov/Archives/edgar/data/1832950/000157408521000029/0001574085-21-000029.txt
1831236,0001831236,BTNB,0001213900-21-017744,10-K,2020,https://www.sec.gov/Archives/edgar/data/1831236/000121390021017744/0001213900-21-017744.txt
1063344,0001063344,HT,0001063344-21-000035,10-K,2020,https://www.sec.gov/Archives/edgar/data/1063344/000106334421000035/0001063344-21-000035.txt
1805890,0001805890,FUSN,0001564590-21-015271,10-K,2020,https://www.sec.gov/Archives/edgar/data/1805890/000156459021015271/0001564590-21-015271.txt
1656634,0001656634,GRTS,0001564590-21-012260,10-K,2020,https://www.sec.gov/Archives/edgar/data/1656634/000156459021012260/0001564590-21-012260.txt
844965,0000844965,TTI,0000844965-21-000002,10-K,2020,https://www.sec.gov/Archives/edgar/data/844965/000084496521000002/0000844965-21-000002.txt
1615063,0001615063,INSE,0001213900-21-018067,10-K,2020,https://www.sec.gov/Archives/edgar/data/1615063/000121390021018067/0001213900-21-018067.txt
1840233,0001840233,XLO,0001213900-21-018067,10-K,2020,https://www.sec.gov/Archives/edgar/data/1840233/000121390021018067/0001213900-21-018067.txt
944745,0000944745,CIVB,0001564590-21-013168,10-K,2020,https://www.sec.gov/Archives/edgar/data/944745/000156459021013168/0001564590-21-013168.txt
18255,0000018255,CATO,0000018255-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/18255/000001825521000004/0000018255-21-000004.txt
1831979,0001831979,GPAC,0001213900-21-014664,10-K,2020,https://www.sec.gov/Archives/edgar/data/1831979/000121390021014664/0001213900-21-014664.txt
1689375,0001689375,TRDA,0001213900-21-014664,10-K,2020,https://www.sec.gov/Archives/edgar/data/1689375/000121390021014664/0001213900-21-014664.txt
1836894,0001836894,HUGS,0001213900-21-014664,10-K,2020,https://www.sec.gov/Archives/edgar/data/1836894/000121390021014664/0001213900-21-014664.txt
1620463,0001620463,ATHA,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1620463/000156459021015495/0001564590-21-015495.txt
1837160,0001837160,COVA,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1837160/000156459021015495/0001564590-21-015495.txt
1819974,0001819974,SKYT,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1819974/000156459021015495/0001564590-21-015495.txt
1838293,0001838293,CHAA,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1838293/000156459021015495/0001564590-21-015495.txt
1468327,0001468327,RENT,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1468327/000156459021015495/0001564590-21-015495.txt
786035,0000786035,ASG,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/786035/000156459021015495/0001564590-21-015495.txt
1826669,0001826669,GXII,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1826669/000156459021015495/0001564590-21-015495.txt
1832737,0001832737,TSIB,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1832737/000156459021015495/0001564590-21-015495.txt
1846804,0001846804,BSKY,0001564590-21-015495,10-K,2020,https://www.sec.gov/Archives/edgar/data/1846804/000156459021015495/0001564590-21-015495.txt
1824301,0001824301,CND,0001213900-21-018863,10-K,2020,https://www.sec.gov/Archives/edgar/data/1824301/000121390021018863/0001213900-21-018863.txt
928658,0000928658,CVLG,0001437749-21-005174,10-K,2020,https://www.sec.gov/Archives/edgar/data/928658/000143774921005174/0001437749-21-005174.txt
1648087,0001648087,AREB,0001437749-21-005174,10-K,2020,https://www.sec.gov/Archives/edgar/data/1648087/000143774921005174/0001437749-21-005174.txt
1726173,0001726173,BH,0001628280-21-003517,10-K,2020,https://www.sec.gov/Archives/edgar/data/1726173/000162828021003517/0001628280-21-003517.txt
1831006,0001831006,BLUA,0001628280-21-003517,10-K,2020,https://www.sec.gov/Archives/edgar/data/1831006/000162828021003517/0001628280-21-003517.txt
1333835,0001333835,CASA,0001564590-21-008842,10-K,2020,https://www.sec.gov/Archives/edgar/data/1333835/000156459021008842/0001564590-21-008842.txt
1779020,0001779020,DNMR,0001213900-21-018433,10-K,2020,https://www.sec.gov/Archives/edgar/data/1779020/000121390021018433/0001213900-21-018433.txt
827876,0000827876,CLSK,0001663577-21-000668,10-K,2021,https://www.sec.gov/Archives/edgar/data/827876/000166357721000668/0001663577-21-000668.txt
1839434,0001839434,EJFA,0001663577-21-000668,10-K,2021,https://www.sec.gov/Archives/edgar/data/1839434/000166357721000668/0001663577-21-000668.txt
1852940,0001852940,GOGN,0001663577-21-000668,10-K,2021,https://www.sec.gov/Archives/edgar/data/1852940/000166357721000668/0001663577-21-000668.txt
1413855,0001413855,FANH,0001663577-21-000668,10-K,2021,https://www.sec.gov/Archives/edgar/data/1413855/000166357721000668/0001663577-21-000668.txt
1365767,0001365767,ALLT,0001663577-21-000668,10-K,2021,https://www.sec.gov/Archives/edgar/data/1365767/000166357721000668/0001663577-21-000668.txt
1282977,0001282977,GHL,0001282977-21-000010,10-K,2020,https://www.sec.gov/Archives/edgar/data/1282977/000128297721000010/0001282977-21-000010.txt
1883814,0001883814,LGTO,0001282977-21-000010,10-K,2020,https://www.sec.gov/Archives/edgar/data/1883814/000128297721000010/0001282977-21-000010.txt
1325670,0001325670,FRST,0001558370-21-003093,10-K,2020,https://www.sec.gov/Archives/edgar/data/1325670/000155837021003093/0001558370-21-003093.txt
1423869,0001423869,PCB,0001423869-21-000007,10-K,2020,https://www.sec.gov/Archives/edgar/data/1423869/000142386921000007/0001423869-21-000007.txt
1753706,0001753706,FREE,0001753706-21-000006,10-K,2020,https://www.sec.gov/Archives/edgar/data/1753706/000175370621000006/0001753706-21-000006.txt
1826059,0001826059,KIII,0001753706-21-000006,10-K,2020,https://www.sec.gov/Archives/edgar/data/1826059/000175370621000006/0001753706-21-000006.txt
1657312,0001657312,VRNA,0001657312-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1657312/000165731221000004/0001657312-21-000004.txt
1841338,0001841338,CIIG,0001657312-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1841338/000165731221000004/0001657312-21-000004.txt
1852771,0001852771,DRAY,0001657312-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1852771/000165731221000004/0001657312-21-000004.txt
1826435,0001826435,SPKB,0001657312-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1826435/000165731221000004/0001657312-21-000004.txt
811808,0000811808,SMMF,0000811808-21-000009,10-K,2020,https://www.sec.gov/Archives/edgar/data/811808/000081180821000009/0000811808-21-000009.txt
1191334,0001191334,CNCN,0001191334-21-000005,10-K,2020,https://www.sec.gov/Archives/edgar/data/1191334/000119133421000005/0001191334-21-000005.txt
1820144,0001820144,TINV,0001140361-21-010832,10-K,2020,https://www.sec.gov/Archives/edgar/data/1820144/000114036121010832/0001140361-21-010832.txt
100726,0000100726,UFI,0001564590-21-045705,10-K,2021,https://www.sec.gov/Archives/edgar/data/100726/000156459021045705/0001564590-21-045705.txt
1801754,0001801754,TIG,0001801754-21-000006,10-K,2020,https://www.sec.gov/Archives/edgar/data/1801754/000180175421000006/0001801754-21-000006.txt
1823323,0001823323,KLAQ,0001801754-21-000006,10-K,2020,https://www.sec.gov/Archives/edgar/data/1823323/000180175421000006/0001801754-21-000006.txt
1823481,0001823481,TZPS,0001801754-21-000006,10-K,2020,https://www.sec.gov/Archives/edgar/data/1823481/000180175421000006/0001801754-21-000006.txt
1831937,0001831937,CLRM,0001213900-21-021709,10-K,2020,https://www.sec.gov/Archives/edgar/data/1831937/000121390021021709/0001213900-21-021709.txt
1845550,0001845550,APTM,0001213900-21-021709,10-K,2020,https://www.sec.gov/Archives/edgar/data/1845550/000121390021021709/0001213900-21-021709.txt
829365,0000829365,NTP,0001213900-21-021709,10-K,2020,https://www.sec.gov/Archives/edgar/data/829365/000121390021021709/0001213900-21-021709.txt
1838176,0001838176,DHBC,0001213900-21-021709,10-K,2020,https://www.sec.gov/Archives/edgar/data/1838176/000121390021021709/0001213900-21-021709.txt
706698,0000706698,UTMD,0001811884-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/706698/000181188421000004/0001811884-21-000004.txt
1830374,0001830374,DNZ,0001811884-21-000004,10-K,2020,https://www.sec.gov/Archives/edgar/data/1830374/000181188421000004/0001811884-21-000004.txt
1371489,0001371489,III,0001558370-21-002901,10-K,2020,https://www.sec.gov/Archives/edgar/data/1371489/000155837021002901/0001558370-21-002901.txt
1839611,0001839611,IPVI,0001558370-21-002901,10-K,2020,https://www.sec.gov/Archives/edgar/data/1839611/000155837021002901/0001558370-21-002901.txt
1596964,0001596964,HLG,0001558370-21-002901,10-K,2020,https://www.sec.gov/Archives/edgar/data/1596964/000155837021002901/0001558370-21-002901.txt
876523,0000876523,EZPW,0000876523-21-000068,10-K,2021,https://www.sec.gov/Archives/edgar/data/876523/000087652321000068/0000876523-21-000068.txt
31235,0000031235,KODK,0001564590-21-013581,10-K,2020,https://www.sec.gov/Archives/edgar/data/31235/000156459021013581/0001564590-21-013581.txt
1831481,0001831481,FLME,0001564590-21-013581,10-K,2020,https://www.sec.gov/Archives/edgar/data/1831481/000156459021013581/0001564590-21-013581.txt
1835636,0001835636,AMPI,0001564590-21-013581,10-K,2020,https://www.sec.gov/Archives/edgar/data/1835636/000156459021013581/0001564590-21-013581.txt
275053,0000275053,NATR,0000275053-21-000002,10-K,2020,https://www.sec.gov/Archives/edgar/data/275053/000027505321000002/0000275053-21-000002.txt
1835972,0001835972,ARRW,0000275053-21-000002,10-K,2020,https://www.sec.gov/Archives/edgar/data/1835972/000027505321000002/0000275053-21-000002.txt
1836075,0001836075,WPCA,0000275053-21-000002,10-K,2020,https://www.sec.gov/Archives/edgar/data/1836075/000027505321000002/0000275053-21-000002.txt
1841024,0001841024,LCAA,0000275053-21-000002,10-K,2020,https://www.sec.gov/Archives/edgar/data/1841024/000027505321000002/0000275053-21-000002.txt
23795,0000023795,CTO,0001558370-21-002457,10-K,2020,https://www.sec.gov/Archives/edgar/data/23795/000155837021002457/0001558370-21-002457.txt
1040470,0001040470,AEHR,0001654954-21-009505,10-K,2021,https://www.sec.gov/Archives/edgar/data/1040470/000165495421009505/0001654954-21-009505.txt
1493761,0001493761,HEAR,0001564590-21-010997,10-K,2020,https://www.sec.gov/Archives/edgar/data/1493761/000156459021010997/0001564590-21-010997.txt
1758021,0001758021,KRT,0001564590-21-010997,10-K,2020,https://www.sec.gov/Archives/edgar/data/1758021/000156459021010997/0001564590-21-010997.txt
1823884,0001823884,VTIQ,0001104659-21-043356,10-K,2020,https://www.sec.gov/Archives/edgar/data/1823884/000110465921043356/0001104659-21-043356.txt
1796280,0001796280,ORIC,0001564590-21-014865,10-K,2020,https://www.sec.gov/Archives/edgar/data/1796280/000156459021014865/0001564590-21-014865.txt
