ticker,beta,trailingPE,priceToSalesTrailing12Months,priceToBook,trailingPegRatio,debtToEquity,returnOnEquity
SCVL,1.456489,5.8569117,0.6422359,1.8870872,,52.033,0.38527
MOV,1.17974,9.992182,1.2465988,1.9340194,,16.691,0.21459
CRNX,1.493647,,Infinity,3.7721922,,2.187,-0.51725
RYI,1.713575,6.910569,0.23523597,2.7929902,,211.674,0.61571
CCF,0.639635,18.761099,2.861742,2.4226043,,2.532,0.13883
HRTX,1.353246,,6.6266727,4.811321,,138.418,-1.1531501
PAHC,0.56987,17.275,0.9845438,3.598958,,189.328,0.2284
UVSP,1.067532,8.433912,2.9223983,1.1155673,,,0.14071
DRQ,1.32935,,3.3791938,1.1459838,,0.54,-0.07517
TUP,2.75634,66.88357,0.5957875,,,,
BHE,1.015064,30.541174,0.42659965,0.9498024,,25.437,0.0318
VTOL,,,0.8806372,1.2185668,,88.671,-0.120179996
SDC,2.485693,,1.0931404,1.2002449,,,-2.5113401
SWBI,0.750372,3.2964804,0.7958154,2.480588,,12.537,0.97002
MX,1.049726,13.025271,1.7675533,1.9345846,,0.975,0.14206
MBIN,1.036005,3.8514702,1.9125886,1.0940869,,,0.24819
GCI,2.555942,,0.21237828,1.2251072,,287.024,-0.48506
KURA,1.576623,,,2.0059805,,1.377,-0.29487
DMLP,1.153157,16.296297,11.969256,8.005391,,1.849,0.53769
AHH,0.821084,77.90576,2.9271145,2.4987407,,138.02,0.03548
ABTX,0.941322,11.938857,3.7651463,1.1271172,,,0.103549995
CEVA,1.044155,,7.7658916,3.3617165,,3.448,-0.01082
PBI,2.587532,56.704544,0.23628333,17.885303,,5289.629,0.28372
AXL,2.414597,11.312997,0.18153903,2.2488794,,756.215,0.22749001
HWKN,0.854545,20.524677,1.4536679,3.3913746,,33.405,0.17724001
HSII,0.808311,12.75305,0.9329084,2.5351517,,25.468,0.22465
REAL,2.56167,,1.5783433,6.658333,,697.123,-1.78584
ANGO,0.886467,,3.1567771,2.1768708,,7.825,-0.07688
CSV,1.024863,33.00914,2.2756863,4.3753247,,265.75,0.13252
CAL,2.544415,33.72517,0.29067415,2.5883102,,279.82,0.09568
MKFG,,,6.9390283,2.6454182,,,
LASR,2.337988,,2.6117015,2.3033626,,5.848,-0.09781
PTSI,1.462857,12.510552,1.1970558,4.0466576,,130.111,0.38556
ANAB,0.145728,97.90849,6.7796993,2.1441352,,5.457,0.022550002
JOUT,0.849467,10.092592,1.116126,1.8152335,,10.904,0.19933
PRCH,0.262357,,3.813139,3.1392403,,217.439,-1.97393
SKIL,-0.031067,,,0.78910524,,47.955,
KPTI,-0.020779,,3.985903,,,,
AMRK,-0.486061,4.834038,0.11375694,2.384705,,158.706,0.66634005
WETF,1.731948,37.785713,2.6062472,2.8812637,,80.996,0.062179998
SGMO,1.525714,,7.5445194,2.0143368,,9.181,-0.39158002
SMFR,,,3.4805067,1.9337018,,8.357,
MBI,0.987012,,3.5350823,,,,-8.627911
ASTR,,,,1.9385343,,2.101,
CCRN,1.016623,13.475266,0.65344626,3.6692245,,54.766,0.32402
SPLP,1.814545,10.392304,0.6140554,1.472473,,182.02,0.35019
CLAR,0.851495,41.42599,2.544881,2.8878822,,70.75,0.08242
COWN,1.425161,2.9922464,0.4323896,0.82850766,,323.698,0.28592
MGI,1.454545,,0.77580845,,,,
NPTN,0.888311,,2.9202795,5.1206436,,38.864,-0.24496001
KELYA,1.176103,7.6628633,0.16697803,0.6434665,,6.475,0.08835
CPF,1.267012,11.771637,3.1236384,1.4604023,,,0.12686
UEC,2.238687,,,5.0722895,,5.163,-0.082279995
CFB,1.283808,14.596849,4.303551,1.2312382,,,0.10745
CNSL,1.17486,,0.5084913,1.4421633,,532.406,-0.32397997
CLFD,1.040547,43.537415,6.2438874,8.464489,,2.437,0.21790001
SCSC,1.542337,18.927553,0.2618166,1.1352905,,29.867,0.09536
GSBC,0.910649,11.1924305,3.804839,1.3417218,,,0.12347999
BJRI,2.108571,,0.6856556,2.0284722,,165.503,-0.05286
SNDX,1.563608,,64.268074,3.9494357,,10.877,-0.55408
HAFC,1.124813,9.907586,3.336682,1.255122,,,0.13477999
INSW,0.249872,,3.8280375,0.7552681,,92.398,-0.18608999
TEN,2.465974,6.773399,0.08639469,,,1535.329,2.16495
RUTH,2.331981,27.6763,2.163352,6.14792,,208.98,0.25160998
REPL,2.415171,,,1.5990576,,7.565,-0.22614999
GOOD,0.996883,757.931,6.056811,4.047882,,183.228,0.04264
TILE,1.876837,16.581007,0.7703046,2.6021392,,185.899,0.17
WW,1.592207,14.185715,0.55178887,,,,
NP,1.535584,,0.62334985,1.8525927,,147.556,-0.02333
GEO,0.690909,5.7156577,0.32016805,0.6998353,,302.972,0.1425
PLL,0.542581,,,549.8148,,1.438,-0.29738
CAPL,2.102889,42.398373,0.27721772,12.844829,,1596.055,0.20518999
INDT,0.861818,,21.26613,2.8284476,,80.733,-0.13553001
VRAY,0.788139,,11.0989065,5.963687,,58.045,-0.81165004
SLP,0.068051,84.276596,17.192919,4.812295,,0.771,0.06079
CPRX,1.305974,20.282776,6.092619,4.0965734,,2.14,0.23423
UBP,1.061834,20.31616,5.7288175,1.9573556,,47.13,0.0798
QURE,1.048234,2.4386725,1.5608007,1.3218615,,18.116,0.78344
BXC,1.925907,3.6004472,0.20981725,3.105361,,194.083,1.51276
ACCO,2.054699,10.815822,0.43738985,1.0662929,,154.433,0.10356
NTUS,0.540779,54.9899,2.0056648,2.1756854,,2.967,0.04067
GHLD,,2.3948221,0.4387294,0.8184776,,329.414,0.39400002
VRS,2.006233,,0.6129754,1.329013,,0.858,-0.16183001
ARR,0.977662,5.7280884,4.999152,0.6365031,,303.702,0.11547
IVR,1.258181,9.953488,5.3041625,0.64868146,,541.446,0.073
VLDR,0.930983,,9.249691,1.7523923,,5.69,-0.93364
UHT,0.771258,36.840492,9.820767,5.452647,,226.363,0.14354
CTBI,0.846233,9.103347,3.4438453,1.1154094,,,0.12651
NWLI,1.081054,4.1277804,0.9290688,0.30197814,,0.042,0.078379996
ARQT,,,,2.4406078,,1.441,-0.63081
NTGR,0.522077,10.408951,0.6149493,1.1333277,,4.164,0.12003
NFBK,0.704127,11.268329,4.3261833,1.0303681,,,0.09458999
FBMS,1.143212,11.641642,3.7659693,1.0967559,,,0.09715
HONE,0.798441,12.595674,3.257863,1.1087514,,,0.09246001
VVI,1.912727,,1.8920777,25.969551,,220.552,-0.40647
VNDA,0.450024,18.333332,2.2840016,1.2422361,,2.585,0.07338
CIFR,,,,1.7120622,,,
HSTM,0.384935,91.674,2.5839105,1.9193875,,7.847,0.021089999
JYNT,1.22961,30.135939,6.744897,17.602978,,72.274,0.91285
KZR,0.117333,,,5.616104,,3.929,-0.38071
CSII,0.931576,,3.35871,3.2798767,,8.617,-0.07511
ORGN,,10.1127825,,2.461116,,3.442,
CVGW,0.904206,,0.7308418,3.423261,,48.138,-0.04938
BOMN,0.376623,8.650101,14.379053,1.5129802,,11.9,0.16364
RNA,,,78.51948,1.912114,,0.247,-0.2678
GRPN,2.538181,5.528774,0.49901915,3.6358235,,282.44,0.83857
SLCA,3.252467,,0.9978064,1.6900047,,208.314,-0.01768
GNK,0.957402,34.68907,1.8838209,1.0416877,,36.751,0.030739998
IIIN,1.444675,10.961877,1.2283607,2.4018507,,0.571,0.23502001
AVAN,,,,,,,
NRIX,,,21.189112,1.6779481,,3.808,-0.37053
PCOK,,,4.363848,1.4649802,,195.841,-0.063379996
ACRS,,,139.19,4.3454905,,1.409,-0.71482
BRG,0.860779,236.1947,3.1937757,15.746312,,126.017,0.1035
MCRB,3.516363,,4.1170597,3.6382647,,24.919,-0.18597999
OCGN,4.595493,,-1724531.4,6.1152415,,2.936,
VHI,1.780779,7.324186,0.34012175,0.95764965,,67,0.13635
ENDP,1.097313,8.116438,0.18684232,,,,
CBTX,0.95264,16.485912,5.0375876,1.3412629,,,0.06422
MAX,,,1.1997211,,,,
BGRY,,,23.66889,4.3031125,,,
TWOU,0.911688,,0.8397026,0.8686783,,98.144,-0.18040001
TMST,1.962597,10.237614,0.8095882,1.507706,,9.829,0.17815
LWLG,1.383896,,,53.985508,,3.867,-1.24471
AMBC,1.445007,,2.2954628,0.5580279,,735.67,-0.00716
INGN,0.942857,68.608345,2.2054477,2.0058122,,7.07,0.03073
VYGG,,,,,,,
METC,1.173259,52.10243,3.451473,4.3991804,,25.171,0.089320004
SCOA,,,,,,,
DSKE,2.118114,15.868189,0.5222389,7.5603867,,423.264,0.37418
BOOM,1.080059,285.5914,2.0864055,1.4419892,,3.502,0.00634
COLL,,6.759569,2.3000495,2.5207872,,127.508,0.36773
KDNY,,,555.5442,2.0555,,16.664,-0.53076
DHC,1.469842,,0.47585618,0.29628858,,178.389,-0.07988
DGII,1.506842,63.806454,2.2241669,1.4342687,,14.137,0.02456
ESTE,2.613279,,2.275544,1.3755031,,29.537,-0.02911
PGC,1.170561,16.712923,3.5234313,1.2555791,,,0.10549
FNKO,2.255363,17.1649,0.77295244,2.330453,,65.057,0.19307
FPAC,,,,,,,
MITK,0.36987,81.22222,5.4457326,3.347836,,67.546,0.04908
TBPH,0.771948,,12.3589325,,,,
TITN,1.614619,14.678899,0.39647937,1.5439875,,78.772,0.11366
CLDT,1.920437,,3.9240253,0.8282209,,68.544,-0.014199999
HCCI,1.256623,14.519746,1.5073872,2.165031,,25.335,0.16235
ACHR,,,,0.9320643,,2.964,
LBC,0.798191,9.502841,3.7761781,1.0574567,,,0.13681
HNGR,1.405194,17.054125,0.6854071,8.316746,,720.671,0.72264
EVGO,,,37.558178,,,,-0.07309
ONEW,,7.566092,0.5772378,3.0945525,,124.904,0.54383
CONN,2.499746,4.5285716,0.36095512,0.8455589,,129.071,0.21102
USLM,0.681558,18.108484,3.6009035,2.4335437,,1.112,0.1444
OSBC,1.27948,11.412699,4.901499,1.285076,,,0.120349996
HCI,0.771258,103.27496,1.6520103,1.9401857,,21.212,0.029360002
SIBN,1.466162,,8.669975,5.2504077,,24.579,-0.41583002
GOSS,1.040297,,,3.8484461,,108.571,-0.89432997
FOSL,1.784415,392.85715,0.39968234,1.6260643,,85.865,0.0070700003
ACRE,1.345666,10.0678425,7.409721,1.0358065,,262.134,0.10107
AAN,,7.9759383,0.3875916,0.99233955,,40.435,0.13337
FC,1.726233,47.552086,2.9097373,8.098279,,43.365,0.19556999
CRAI,1.563101,16.980139,1.1391631,3.1574945,,72.816,0.19437
BBAI,,,7.268328,,,117.794,
MGTX,1.59698,,30.174461,3.2743573,,13.065,-0.43666
TPB,0.439582,12.786822,1.397676,4.521036,,312.568,0.38226002
INNV,,46.153847,0.98811734,1.8919985,,22.212,0.05348
ANIP,1.21186,,2.8763895,2.316734,,109.839,-0.11437
RBBN,0.938701,10.2846985,0.500274,0.70009696,,74.265,0.07337
PZN,1.234709,11.233766,3.1318464,3.877185,,5.798,0.74197996
MIRM,1.791445,,39.561577,11.137466,,4.926,-2.02362
HZON,,,,,,,
SXC,1.230649,29.935482,0.55039513,1.5809199,,115.161,0.060599998
ARLO,1.757863,,2.3439968,8.498498,,24.079,-0.50738996
MGNX,2.067532,,4.52605,1.8011769,,9.109,-0.50145
ACBI,0.816103,13.720831,5.5383463,1.8043854,,,0.13754
MCBS,0.229599,11.826087,4.773884,2.2574697,,,0.23063
SRRK,0.126755,,30.685593,2.9397633,,28.689,-0.97872
MRC,2.469336,,0.3421009,2.644855,,77.405,-0.02161
ETD,1.070114,9.505021,0.8976606,1.9398286,,32.696,0.22659999
CCB,1.226288,24.120346,7.253129,3.5272186,,,0.16453
RAPT,0.126203,,130.8867,2.8230994,,,-0.41042
HBIA,-0.067012,12.875139,4.4982443,1.4794474,,,0.11941
OSUR,-0.32987,,2.3724823,1.4245914,,3.781,-0.0277
GLT,1.445714,22.561575,0.62076473,1.0860801,,91.469,0.048270002
SP,1.661818,28.244972,1.3035197,3.3911324,,291.387,0.13738
IMVT,0.728733,,,1.1749572,,0.566,-0.26284
EGRX,0.621298,106.18823,3.2533095,3.1528573,,17.127,0.03142
ATRS,1.527622,10.160427,3.602083,4.5893717,,19.065,0.63078
CRMT,1.420172,6.25783,0.6059112,1.4867399,,88.119,0.28454
KOP,2.023896,7.782854,0.3702775,1.5565708,,225.368,0.23702998
BW,2.624936,998.57135,0.88550884,,,1268.887,
ARCT,2.631018,,60.937885,2.0693514,,25.951,-0.75319
ALBO,1.237692,,48.36649,2.8672962,,7.191,-0.2433
MYE,1.458701,20.761547,0.86177325,2.9314294,,73.838,0.14893
GPMT,1.509477,7.638984,4.8422556,0.6422759,,313.651,0.089949995
IIIV,1.575619,,2.4661822,2.6979346,,74.507,-0.029590001
ALXO,,,Infinity,1.8309859,,0.756,-0.23164
VERI,3.092947,,7.2903123,5.2088056,,5.861,-0.94461995
PLBY,,,3.1767333,1.5539362,,57.67,-0.0921
IMXI,0.535474,14.234234,1.4144442,4.6158338,,63.514,0.4041
CATC,0.5271,11.477703,3.5212805,1.4298979,,,0.12869
AGEN,1.129244,164.44446,2.4789667,17.514793,,153.562,
IRMD,0.911984,103.62501,14.681031,9.041993,,3.439,0.13965
AGX,0.520519,14.092665,1.2592837,1.8208618,,0.832,0.13397
MTW,2.262337,36.78186,0.3610789,0.91949683,,66.471,0.02565
QSI,,,,1.13171,,,
DX,1.188463,3.9260385,4.450848,0.8367523,,376.702,0.14559
SRDX,1.011428,145.59999,5.8062043,4.333763,,9.784,0.03125
TA,2.024863,15.198092,0.08547287,0.8776055,,326.974,0.0866
HLX,3.208831,,0.9606592,0.38315558,,25.392,-0.01874
VXRT,0.34018,,501.34265,2.866748,,6.217,-0.37767
QUOT,0.913246,,1.1656572,2.5570226,,89.988,-0.25581
FSP,0.828571,12.0997925,2.7227411,0.8142138,,90.294,0.069120005
RPTX,,,728.17535,2.547218,,3.244,-0.36174
UFCS,0.048234,50.394974,0.660314,0.86433053,,,0.09458
FBRT,,5.403124,3.8673391,0.6670489,,233.071,0.12742
BARK,,,0.980777,1.8867924,,30.82,-0.50894
LQDT,1.090909,11.772413,2.3524666,4.2023635,,10.812,0.41283
GOCO,,66.47058,0.34229437,0.26060885,,33.654,0.0242
PNT,,,,1.8525964,,,
DBA,,9.252534,,,,,
FMNB,0.961038,8.738916,4.2431545,1.3308327,,,0.16028
MVIS,3.535064,,283.56723,5.4155498,,1.416,-0.57797
NPK,0.686753,15.738405,1.5802728,1.6125184,,2.902,0.10182
MCS,1.771755,,1.8145733,1.27584,,125.829,-0.18090001
HOV,2.51191,1.0399487,0.20069434,14.103618,,870.84,
RMAX,1.477952,,1.7522513,1.0821995,,764.039,-0.32002
CURO,2.76679,5.7450795,0.6411875,2.528878,,628.233,0.59791
PRAX,,,,1.9264816,,1.491,-0.66282
AGCB,,,,,,,
LE,2.718961,12.3512335,0.34660873,1.4087073,,90.511,0.12425
THR,1.487272,108.51852,1.9192573,1.5521808,,40.672,0.01508
TPC,1.296103,5.1911993,0.10215355,0.31217512,,63.027,0.088520005
IDYA,1.750097,,13.839536,1.5472155,,1.757,-0.143
DHIL,0.996363,9.152107,3.7011313,2.8271968,,0.87,0.31911
HCKT,0.728493,26.491678,2.3083572,4.148787,,2.895,0.18061
CHUY,2.02078,23.467491,1.5946364,2.272523,,77.388,0.10321
AROW,0.665974,10.758556,3.9221022,1.5518391,,,0.15177
ACET,,,49.819355,1.8108268,,9.453,-0.33005002
PHAT,1.135265,,,5.203252,,87.039,-1.24507
VALU,-0.134758,20.873652,14.301749,7.465455,,10.358,0.40448
CHS,1.583896,,0.36765605,3.0106256,,333.416,-0.19389
TRNS,0.738701,51.144535,3.0783615,7.281192,,61.622,0.15475
WSR,1.324675,45.907475,5.1659636,1.6236626,,159.495,0.02996
CIR,2.335653,,0.6781304,2.8295467,,278.358,-0.17795
CARA,1.022874,23.131523,4.4105735,2.6834583,,1.974,0.14237
RAD,0.855584,,0.021011539,1.0557723,,1356.567,-0.31021
ATNI,0.170299,,0.97467864,0.82422763,,60.357,-0.01821
UPLD,0.90353,,1.7862892,1.7710196,,177.811,-0.18952
BDSI,0.843116,19.206898,3.3207004,4.4810944,,47.823,0.28506002
BLBD,1.133806,,0.9926947,,,,
CMTL,1.595324,549.4595,0.9510057,1.1026142,,27.462,0.01219
OPY,1.11437,3.3060606,0.39773446,0.71041363,,95.201,0.21767001
UFPT,0.962705,30.86976,2.643883,2.704517,,1.018,0.09273
IGMS,-0.920572,,,1.750651,,10.288,-0.58741003
ECOM,0.757334,27.961782,3.245213,3.4987047,,4.887,0.14489001
CBL,,,0.99194854,12.375163,,785.98,-0.29950002
PETS,0.536103,20.984665,1.9154665,3.7137551,,,0.18135999
FMTX,,,,0.80562097,,5.766,-0.31599
CTLP,2.085194,,3.0188587,3.495327,,12.325,-0.026889998
BFC,0.324675,11.986531,4.861569,1.7258513,,,0.15235
DCO,1.441966,17.760084,0.9374478,1.667054,,88.092,0.101280004
LLNW,0.611948,,2.4261377,3.6079545,,94.526,-0.36138
CLW,1.203116,,0.2802225,0.9891714,,141.212,-0.030369999
MOD,2.626493,,0.25497028,1.4074289,,121.346,-0.46626
ATIP,,,0.5681166,0.69721115,,169.47,
YTPG,,,,,,,
GRWG,2.797402,24.318182,1.1374322,1.2005129,,10.127,0.075840004
FLIC,0.505454,11.609625,4.297546,1.2205542,,,0.109110005
REV,2.740496,,0.23105986,,,,
RM,1.300779,6.8870053,1.3005741,1.8750677,,360.397,0.29915002
MCFT,2.096966,9.589726,0.89755136,4.643838,,59.588,0.61091
DCPH,1.487762,,4.7585406,1.1405796,,7.842,-0.57777
AMOT,1.67628,19.994303,1.3039943,3.179306,,78.484,0.17002001
BZH,2.023868,4.189763,0.24372806,0.6960634,,141.513,0.21308
VEC,1.307012,9.864429,0.31264496,1.5727177,,50.793,0.1759
YELL,3.096623,,0.087066375,,,,
FHTX,,,426.274,4.0667887,,98.695,-1.4968
MDXG,1.910795,,2.1672924,,,62.05,-0.30504
ULNV,-0.376129,,6473.964,,,,
AVIR,,20.192308,2.5192332,0.89987147,,0.048,0.07261
HVT,1.317752,6.1461725,0.5440785,1.8453544,,81.65,0.32894
SMLR,0.828687,19.16859,6.283542,7.645072,,0.784,0.63901
INRE,0.171641,,4.237883,1.1600986,,145.311,-0.00816
EQD,,,,,,,
RBB,0.918348,9.45648,3.5358012,1.0649316,,,0.12714
HTBI,0.62909,24.611023,3.1642795,1.2383788,,,0.05132
SPFI,0.595562,8.629207,2.2482746,1.2508392,,,0.15078
FISI,1.158961,7.3103924,2.579438,1.0586538,,,0.15128
VWE,0.467741,75.04762,2.2655668,1.310494,,86.43,0.03168
RUBY,2.310933,,,1.7034069,,50.917,-0.91647005
PSNL,1.626854,,5.2009354,1.3565146,,18.399,-0.22073999
EPHY,,,,,,,
DXPE,2.260566,46.037445,0.52524984,1.5322706,,103.202,0.03454
FPI,0.808552,,10.371441,1.2714593,,86.437,0.01766
WKHS,2.57922,36.31068,324.30173,3.2807019,,127.933,0.54745
BLI,,,5.361004,2.043505,,21.684,-0.2809
WSBF,0.322351,5.5567927,1.8938901,1.0727144,,,0.16738
SPWH,0.963636,6.536313,0.33599678,2.016546,,133.91,0.37138999
IMPX,,,,,,,
IDEX,-0.304415,,4.688923,0.8509589,,1.724,-0.3962
WTBA,0.976103,10.5230875,4.832321,1.9134142,,,0.19778
BTAI,1.051219,,,1.9040564,,0.597,-0.43683997
EOLS,2.24662,,5.8568406,5.145465,,24.321,-2.10306
RMR,1.727792,13.846154,2.7869427,2.5092936,,9.798,0.18233
LVOX,0.176077,,4.10839,3.2481506,,45.816,-1.0854
IEA,1.591761,,0.26923522,29.375002,,1100.848,
INBK,0.775975,10.174914,3.935423,1.2799872,,,0.13529
NAUT,,,,1.1501807,,0.954,
EVER,1.11238,,0.9467013,4.551392,,10.458,-0.19209999
NSTD,,,,,,,
LIDR,,,347.00494,2.7079935,,,
VERU,0.502337,60.55555,7.1199017,2.8623948,,9.029,0.08108
NSTC,,,,,,,
EBF,0.472727,18.209526,1.279734,1.6261269,,1.832,0.09111
LOCO,1.45974,16.65813,1.0436901,1.5697393,,77.368,0.098780006
CMRX,1.372987,,156.19867,4.5598006,,16.198,-1.54897
ADAP,2.017404,,54.874363,1.4193131,,10.777,-0.50501996
INSG,1.591168,,1.8006122,,,,
SIGA,0.41974,29.292454,8.212727,4.330544,,2.625,0.14947
EBTC,0.441571,11.720117,3.062159,1.3810163,,,0.123789996
KRUS,1.93056,,7.35972,5.251468,,80.316,-0.15078
SMBC,0.916459,9.685308,3.9792566,1.6306388,,,0.17523001
EZRG,,,,70.3125,,,
PWP,,,0.55501103,3.4306073,,18.279,
CSTR,1.075012,10.387409,3.5537317,1.283893,,,0.13032
FDMT,,,25.24664,1.6155616,,,-0.45384
VFF,3.405271,,1.8816597,1.159096,,18.582,-0.014529999
MVBF,0.912207,12.107651,3.8929846,1.8050673,,,0.16267
GTX,2.005693,3.0462089,0.11690299,,,,
SRRA,0.641471,,2365.8933,4.7940817,,1,-0.87034
SLQT,,4.9603176,0.42102307,0.64666325,,79.664,0.14395
PRLD,,,,1.1973194,,0.69,-0.36363998
AVD,0.847947,21.793785,0.8858466,1.2948976,,44.187,0.06064
MPB,0.582794,7.095201,3.4691446,0.905044,,,0.07863
UEIC,1.182993,19.250147,0.7024089,1.4636971,,23.685,0.0804
PRTS,2.607792,,0.7219243,4.308342,,37.963,-0.09827
TACO,1.982337,23.020258,0.87231106,2.1082814,,172.926,0.09433
DBO,,2.8413098,,,,,
FCUV,-0.608311,,269.0412,32.365932,,2.353,-0.31991
CCNE,0.926404,9.551212,2.3812332,1.1684747,,,0.13436
LEAP,,,,,,,
BLUE,1.610238,,6.808056,0.4195185,,20.857,-0.72211
BBSI,1.479363,15.764549,0.5737985,2.5750017,,12.869,0.17097001
LXFR,0.976102,13.4013605,1.374008,2.630954,,32.887,0.18216999
SFST,0.938836,10.419184,3.8421738,1.6957129,,,0.18456
VRDN,1.085856,,134.45662,7.7942495,,0.748,-1.25167
HIGA,,,,,,,
TCS,1.286233,4.4557996,0.39735657,1.0945148,,125.356,0.29128
DGICA,0.033766,12.31729,0.5387095,0.80316144,,6.504,0.066300005
KE,1.404675,10.720239,0.36085266,1.0278507,,17.288,0.10123
BTAQ,,,,,,,
SRLP,0.667329,,0.14721587,,,,
SD,2.917402,6.5423574,3.6010795,2.4973638,,,0.47452998
SMBK,0.712727,10.713993,3.3500786,1.0328732,,,0.095970005
ICPT,1.434285,,1.1757693,,,,
LXRX,1.434805,,641.20844,2.2657952,,10.396,-0.60328996
INVE,1.598961,190.61728,3.4257152,4.490983,,3.277,0.05163
ENPC,,,,,,,
TRC,0.571357,250.71428,8.916427,1.060551,,12.722,0.00416
ARTNA,0.048234,27.426018,5.1296315,2.6454113,,99.255,0.09915
SPNE,1.175874,,2.6567023,1.4812751,,2.625,-0.18166
FPH,1.34887,,2.7388275,0.69391525,,38.055,-0.01617
TPGY,,,,,,,
GNTY,0.477402,10.753466,3.539281,1.4494048,,,0.14377
PGEN,2.293506,,4.281587,3.2283463,,147.302,-1.17401
VPG,1.380779,29.038095,1.3695859,1.5405992,,33.215,0.05573
BBCP,1.082373,,1.3458183,1.6393801,,128.82,-0.051999997
FULC,1.31302,,25.882214,2.056239,,,-0.44746
NDLS,1.448831,67.65958,0.6215461,7.0588236,,631.942,0.123950005
CINR,0.616111,21.933044,0.8239861,2.1535363,,38.022,0.12714
TIPT,1.177662,7.895425,0.3579751,1.0627254,,112.821,0.15501
PRPL,1.673084,,0.71365327,3.0847182,,75.924,-0.46389
ATAX,0.680519,15.167464,11.255959,1.1097498,,168.399,0.066939995
GFX,,,,,,,
RMNI,0.613373,,1.3699955,,,,
LL,2.403116,7.5757575,0.3973547,1.7839224,,51.599,0.27453
ATRO,1.944415,,0.9262205,1.647706,,80.876,-0.17421
ALTG,1.816109,,0.35896075,3.0030959,,373.289,-0.18595
GTHX,2.161016,,9.455846,2.2389128,,20.926,-0.71142
MPX,1.184415,15.901235,1.4963694,4.6464643,,,0.31564
TMDX,1.759439,,17.27834,6.656062,,64.552,-0.51488996
FMAO,0.386872,16.749258,5.598995,1.4786298,,,0.090679996
TWND,,,,,,,
CPSI,0.724515,31.525887,1.859184,2.3034043,,56.785,0.07835
BSRR,1.138239,9.661627,2.938623,1.1245652,,,0.12178001
NGVC,1.090389,20.384613,0.39795163,2.939778,,281.31,0.13034001
SCU,1.466434,2.711454,0.32374907,,,102.138,0.67869
OOMA,0.533506,,2.1579034,8.229269,,30,-0.052210003
JNCE,1.052763,,3.9733515,1.4105177,,5.769,-0.14121
OCUL,1.773744,,10.092052,4.4561405,,67.244,-2.1225998
EHTH,-0.14909,,0.5183368,0.39133972,,4.258,-0.013890001
PLRX,,,32.95856,1.4982864,,,-0.35239
PIAI,,,,,,,
EPIX,1.488831,,,1.6889595,,0.171,-0.26939
TLYS,2.146195,6.4688125,0.531577,2.0671916,,134.254,0.35516998
AVDL,1.084135,,Infinity,4.514218,,145.568,-0.49087003
AADI,,,24.863672,2.3495226,,0.406,
OIS,3.68,,0.61351436,0.47826463,,30.13,-0.0856
SGU,0.50721,5.7244787,0.24981558,1.4492149,,118.594,0.23929001
VAPO,-1.313357,,2.843278,4.558125,,50.387,-0.55429
WLDN,1.275324,,1.1851993,2.391273,,67.916,-0.066420004
SRG,2.117922,,4.745751,0.80703497,,215.493,-0.21552
MUX,1.202597,,2.5929124,0.8468678,,13.09,-0.15006
OMER,0.683116,,4.46331,,,,
VUZI,2.353246,,27.015959,2.5178947,,0.808,-0.28656
SHBI,0.978181,15.110792,6.3192506,1.2323656,,,0.082550004
CRD-A,0.591991,10.760564,0.36803207,1.8378638,,116.502,0.19081
BKKT,,,8.298331,14.683908,,,
UVE,1.036883,7.501535,0.34551564,0.7705404,,1.488,0.10496
TG,0.856787,10.611511,0.4989513,2.7014651,,97.391,0.19767
KRON,,,,0.9133684,,8.534,-0.54707
NRDY,,,2.7330697,18.733624,,,
BGFV,2.911688,3.5962622,0.31317186,1.2950934,,106.643,0.41989
TPIC,1.586493,,0.25517362,3.5219235,,333.988,-0.42933
DMTK,0.904038,,36.699116,1.5724902,,3.295,-0.40605998
ZEV,,,19.460463,197.03703,,3590.149,
KALV,1.941713,,,1.7193209,,3.145,-0.41553003
CHPM,,10.226357,,,,,
RRBI,0.903653,11.965812,4.078002,1.2619065,,,0.10993
ATOM,1.516161,,859.73706,10.919118,,23.033,-0.47817
GNOG,1.447667,,3.0342522,,,,
GBLI,0.305974,77.75148,0.5879513,0.55060863,,22.949,0.00758
HMCO,,,,,,,
CTRN,1.832207,4.834887,0.30786863,2.7965188,,192.688,0.5214
BCOV,0.691428,42.865494,1.4197862,3.2491133,,6.384,0.08401
ITIC,0.793766,5.696073,1.1814314,1.5005753,,1.396,0.28258
FTSI,,4.680663,1.1090628,1.5036274,,1.491,0.88725996
NODK,0.336719,16.681696,1.2188863,1.157335,,,0.07359
BHR,2.871262,,1.0970558,0.9523044,,251.547,-0.13349
HT,2.610389,,1.504299,0.6217616,,191.238,-0.11092
FUSN,,,370.63913,1.2719951,,2.884,-0.27922
GRTS,0.032384,,6.696577,1.4148903,,13.129,-0.51783
TTI,2.986573,4.7316384,1.21298,4.2032623,,197.219,-0.23764
CATO,0.977125,11.300708,0.5164417,1.3488586,,49.808,0.13298
ATHA,,,,1.0042213,,0.591,-0.15516
CVLG,1.527116,21.833334,0.381062,1.1285664,,25.774,0.14852999
BH,2.235569,0.68101627,1.3538147,0.16690375,,20.913,0.13482
CASA,1.03461,15.709219,0.9142328,4.3992057,,327.105,0.37008
CLSK,3.699949,,8.450845,1.2330275,,0.773,-0.13542
GHL,0.871168,6.093089,0.9718624,3.9990745,,473.288,1.62849
