ticker,beta,trailingPE,priceToSalesTrailing12Months,priceToBook,trailingPegRatio,debtToEquity,returnOnEquity
MSM,0.985808,18.162003,1.3301239,3.729972,,68.477,0.21121
MNDT,0.948571,,4.7675605,7.9695635,,105.41,-0.26879
CHGG,0.898124,15314.999,5.7322373,3.2766368,,124.833,0.00028
VRNS,1.196147,,12.669362,7.877604,,52.381,-0.33626997
PK,2.138988,,4.2972813,0.9631802,,109.713,-0.12706
ELY,1.934545,11.771401,1.5825166,1.188965,,71.788,0.13949999
VICR,0.782197,58.25228,9.494725,8.15532,,1.246,0.15729
HIW,1.118441,17.029125,6.124484,1.9468986,,116.505,0.11269
LANC,0.208311,33.0935,2.968724,5.2730103,,2.159,0.16462
APLS,1.555742,,16.783945,,,,-21.4431
CHX,3.237519,57.157894,1.4832745,2.5394597,,51.208,0.047280002
PSB,0.525194,29.373302,10.3196945,5.2262325,,0.069,0.12097
KNSL,0.863376,34.827698,8.248748,7.4521413,,6.472,0.23887
FNB,1.210343,11.482456,3.376917,0.8364217,,,0.08005
FL,1.398441,3.5599449,0.35332823,0.9389103,,106.463,0.30464
HRB,0.792194,10.565041,1.7747861,295.3409,,15500.225,
ITCI,1.087272,,64.61772,9.361311,,5.425,-0.43321
ONTO,0.897867,36.390915,5.8238244,3.0459585,,1.409,0.088479996
LXP,0.685194,20.038462,12.969603,2.2622666,,75.911,0.114259996
EXPI,3.10909,53.554604,1.1169595,19.569641,,2.023,0.48828998
OPCH,1.937013,57.250553,1.3506422,4.2320933,,98.656,0.12767
EVA,1.059671,,4.5134225,6.2271476,,369.101,0.00214
ENSG,0.943896,25.075245,1.8318048,4.746956,,131.672,0.22343001
ADNT,3.001989,3.3462868,0.27472562,1.5392255,,146.176,0.43298998
ANGI,1.806258,,2.0263715,2.8490894,,50.856,-0.04682
GTLS,1.60987,19.16545,4.200491,3.251767,,51.694,0.059949998
DNLI,1.828195,131.48305,10.736482,3.739906,,6.445,0.03121
RKLB,,,75.43683,5.6495667,,18.593,
CIVI,1.913836,19.196829,9.742036,1.2125765,,13.29,0.063200004
PZZA,0.940259,,1.8645723,,,,
MSGS,0.616103,,10.790704,,,,
FIZZ,0.958229,23.922224,3.6468277,8.894856,,8.431,0.33618
FLS,1.690389,27.356522,1.1362159,2.3241725,,129.127,0.09284
RDN,1.342615,8.505065,3.283445,1.0370086,,36.641,0.14062001
ACAD,0.610641,,8.254777,6.904762,,11.611,-0.31351998
SGRY,3.015584,,2.2709992,5.890103,,175.698,0.04463
JBT,1.548571,30.753424,1.9700398,5.0417714,,92.493,0.17729999
ISBC,1.057142,12.962371,4.5475197,1.345914,,,0.106529996
TRTN,1.469842,10.624701,2.806144,1.9867687,,279.075,0.16933
ENLC,3.183896,,0.82531357,3.510055,,147.329,-0.02162
ALSN,1.086163,11.695453,1.8473982,5.9917417,,363.366,0.52856
SIG,2.436101,6.0425243,0.51503783,2.4157672,,66.125,0.38002
APPF,1.022874,2137.5925,11.902713,13.709026,,19.998,0.00641
OSH,,,4.0186787,34.242424,,696.146,-1.17004
JAMF,,,11.515887,5.229519,,51.995,-0.074889995
BWXT,1.051948,19.85069,2.3471906,8.478954,,216.711,0.45251998
SAFM,0.675783,8.78999,0.83300525,2.16196,,1.53,0.27838
AVT,1.498756,13.059189,0.19262359,1.0044808,,42.161,0.11215
AGO,1.169567,17.141247,5.7082376,0.68710655,,30.338,0.06346
SUM,1.272998,24.303278,1.4421818,1.9952894,,93.829,0.087510005
R,1.852508,11.802291,0.465107,1.7163303,,249.084,0.15675001
INDB,0.974151,18.286142,8.184782,1.6042529,,,0.08935001
OGS,0.531576,22.520346,2.7054977,1.9854182,,173.605,0.09047
CARG,1.781397,49.38914,6.728847,8.704147,,11.444,0.20643999
LHCG,0.324155,32.56626,1.9738617,2.592557,,27.072,0.09632
MSP,,99.70588,6.5213256,2.164751,,2.232,0.02736
ARVN,1.933333,,149.6755,4.12596,,0.65,-0.35108003
ACIW,1.076363,45.78212,2.9855704,3.2225716,,95.835,0.07373
PSTH,,,5196850,,,,
VIAV,0.66961,,3.1602087,4.6115146,,99.697,-0.03523
EXLS,0.864415,35.462162,3.8006694,5.976245,,40.542,0.17016001
BB,1.069182,,5.196285,2.7593277,,55.397,-0.2792
VIRT,-0.39632,9.229977,1.5788382,2.7319155,,193.267,0.44491002
VNE,2.433904,,2.403613,4.2798896,,32.12,-0.34857
DBRG,1.951765,,3.5477896,3.1946251,,92.2,-0.03452
VIR,-1.199447,,11.182707,3.6279485,,8.235,-0.12118
BOX,1.295064,,4.6879864,,,295.759,-0.2736
FELE,0.987071,28.319866,2.349942,4.229609,,24.959,0.17235
AEL,1.133267,10.636943,0.9843582,0.55738556,,9.011,0.06237
EBC,,49.791183,6.6094413,1.0782294,,,0.02937
LIVN,0.882597,,4.037472,3.183164,,22.007,-0.30532
LAZ,1.527272,7.8811836,1.1702768,4.107122,,168.108,0.45125
CBU,0.702337,20.859,6.3670173,1.9231471,,,0.09241
NEOG,0.418181,66.603775,7.5627213,4.3954673,,0.252,0.06944
APPN,1.745913,,11.95438,16.118202,,21.912,-0.24964
CNS,1.287792,27.469007,7.1198897,14.551258,,8.201,0.51378
CRI,1.368311,12.476191,1.200045,3.946747,,152.52,0.36423
HOMB,1.377662,11.570207,5.0683317,1.3781322,,,0.124110006
QDEL,-0.236883,4.9007263,2.2548733,2.5807767,,8.741,0.71118
BKU,1.286753,10.862198,3.9795332,1.2675565,,,0.12595999
BECN,1.987012,,0.631565,2.406484,,96.167,0.10283
SITM,,258.06052,17.623377,11.080858,,1.012,0.08695
AEO,1.37974,10.243644,0.6800944,2.3349028,,125.984,0.30244
SIX,2.406753,79.25855,2.781597,,,,
APLE,1.242597,,5.007187,1.3081247,,48.047,-0.01472
NARI,,350.24646,18.029457,21.281559,,12.209,0.04478
SPB,1.624935,20.676693,1.2467992,2.577173,,173.644,0.010570001
COOP,1.56539,3.1689525,1.0373491,1.1716572,,227.71,0.5349
CWST,0.930562,43.304535,4.863198,10.104573,,153.262,0.3413
SPT,1.206109,,20.036198,23.27253,,16.406,-0.16205
FRHC,1.090217,10.1324835,5.868894,6.6133976,,113.232,0.97707003
ASB,1.063152,11.713738,3.2491682,0.94811887,,,0.0865
ORA,0.372467,61.678204,6.129007,2.1778975,,98.537,0.043420002
LESL,,30.925371,2.8155327,,,,
ALKS,0.989356,,3.3635948,3.4646015,,38.301,-0.08409
ABG,1.535064,7.8885026,0.4794008,2.9001384,,143.433,0.45523
PCH,1.235324,7.625558,2.6462786,2.2092884,,48.381,0.3394
PECO,0.029957,365.32608,7.7307477,1.7507032,,69.689,0.00448
FHB,1.115365,13.595021,4.849014,1.3432342,,,0.098400004
SAIL,1.844509,,10.631216,10.964995,,106.375,-0.13312
ENV,1.229599,160.65503,3.5559163,4.255147,,102.157,0.02704
FN,0.866493,23.149015,1.8415745,3.1913178,,3.692,0.14901
LTHM,2.058256,,8.978753,4.346035,,31.434,-0.01954
PGNY,1.829882,48.04851,8.32533,17.502008,,3.961,0.5109
BYND,1.615113,,6.307813,14.19266,,557.747,-0.43243
XRX,1.746578,13.241946,0.4796067,0.6646713,,85.052,0.05341
AIT,1.426156,24.446589,1.1122364,3.9922817,,70.613,0.23686
HPP,0.88935,,4.7341447,1.2029468,,109.998,0.00227
KFY,1.515844,13.466722,1.5913993,2.4282138,,39.06,0.20039
TMHC,1.772987,8.709071,0.6085157,1.0817027,,88.182,0.1362
FCFS,0.880656,22.152666,1.9793278,2.1675677,,87.75,0.0808
FUL,1.739433,24.075527,1.0834571,2.2658844,,103.92,0.1084
IRTC,1.183376,,12.475853,13.485828,,41.093,-0.24912001
PPBI,1.264415,11.077968,4.3301272,1.2470493,,,0.116610005
NSP,1.542516,29.918058,0.7066933,36.22222,,,5.8586297
HP,2.020885,,3.0173943,1.4303179,,19.529,-0.103599995
TRUP,2.055196,,4.9308624,10.380547,,0.241,-0.10572
FLOW,1.66909,46.97979,2.356513,3.468828,,39.852,0.072399996
OUT,1.799797,,2.9097426,4.1916733,,307.417,-0.022449998
TTEC,0.89806,23.42909,1.6313524,7.444274,,165.576,0.31364
QTWO,1.433766,,7.330545,5.9957023,,106.658,-0.20538999
MATX,0.904525,7.550039,1.3360279,3.3364587,,67.311,0.55307
SMPL,1.058286,93.595245,3.575763,3.1673515,,39.713,0.01595
SI,2.571571,43.426525,21.094612,2.9988616,,,0.08252
CGC,1.96213,,4.959591,0.621579,,38.318,-0.22650999
ALRM,1.145454,59.019268,4.691064,5.64631,,76.129,0.10954001
GSHD,0.505985,179.29292,18.32975,,,,
SAFE,-0.286176,45.931797,18.224625,1.9663893,,121.884,0.04617
BOH,1.227572,14.797778,4.9832387,2.4246993,,,0.15671
BNL,,36.85279,9.4286175,1.3762164,,59.885,0.03695
KWR,1.450909,21.059227,1.8751673,2.304051,,67.112,0.116330005
REZI,2.515398,15.847301,0.6255175,1.7081493,,63.809,0.12437
SUN,1.764155,8.435907,0.2360957,4.4842677,,433.25,0.70662004
FUN,2.177142,,3.1450408,,,,
TROX,,12.054966,0.8313642,1.5224421,,130.118,0.15487
ADS,2.353246,3.9307978,0.72890353,1.3982525,,778.407,0.4914
FATE,1.456103,,57.725693,4.3151846,,14.932,-0.34058997
ABCB,1.297142,8.707886,3.2343047,1.1621065,,,0.14244
AYX,0.677734,,8.024437,10.240369,,209.983,-0.28419
JBGS,0.829323,,5.794046,1.1649792,,58.458,-0.02044
HI,1.500779,14.459215,1.2109375,2.8765476,,109.495,0.2208
BLKB,1.034285,,3.39154,7.1281257,,138.091,-0.00206
STAA,0.942337,168.59274,17.30709,15.106992,,9.408,0.10519
MTH,1.684675,5.828437,0.73254377,1.3186228,,41.902,0.2597
HAIN,0.656103,36.725574,1.7032809,2.477386,,32.559,0.06915
ARNC,,,0.43418247,1.8955538,,109.379,-0.27593002
VRNT,0.780706,,2.51846,3.4255085,,33.104,0.03181
NMRK,1.761021,5.8358665,1.4554107,2.6928473,,155.974,0.6157
KBH,1.737662,7.4770293,0.65157956,1.2024012,,66.703,0.18369
SHOO,,22.70936,1.8096135,4.227634,,13.507,0.23893999
CNX,1.412987,,2.00798,1.1455561,,78.941,-0.25030002
UNF,1.008453,22.697733,1.8228378,1.8165507,,2.404,0.07792
CALX,1.461818,14.136111,4.8210225,6.0554495,,2.738,0.61954
BCO,1.641155,42.803738,0.8189154,27.780022,,1250.642,0.43573
WBT,2.202884,43.992603,2.3454678,9.999999,,419.486,0.26832
SXT,0.940328,29.275364,2.4601998,3.6087542,,54.511,0.12681
HASI,1.837303,43.20291,50.58879,2.7448258,,162.217,0.06965
TCBI,1.82909,14.304883,3.5179522,1.1556164,,,0.08372
SR,0.32987,13.907259,1.5965807,1.4755397,,140.211,0.104890004
MAC,1.873694,,3.8282003,1.0759625,,148.862,0.00575
EPR,1.788051,386.0902,8.26418,1.4598022,,109.904,0.01287
PRFT,1.464935,63.02354,4.852581,7.9113636,,52.746,0.13828
NSIT,1.767792,18.288538,0.40162018,2.5393653,,64.229,0.15531999
BRP,1.737405,,6.3372126,2.6399217,,59.713,-0.04296
SFNC,0.822857,11.360759,4.055327,1.0105203,,,0.09238
UPWK,1.908348,,6.174106,11.007263,,220.858,-0.11991
NKLA,0.681142,,2937709.5,4.123358,,3.587,-0.75328004
NEU,0.336103,14.835683,1.4847689,4.505086,,137.1,0.32157
MMSI,1.128311,84.25588,3.4562833,3.5953429,,35.115,0.04439
GOLF,0.815514,14.511751,1.5028603,2.840298,,27.135,0.21418
SSTK,1.107012,33.52441,4.446812,6.9848976,,11.13,0.2332
AX,1.51039,14.280654,4.885726,2.1377003,,,0.16538
ALE,0.561412,21.758915,2.373764,1.4396765,,67.671,0.04796
ETRN,2.051205,11.070288,2.0850499,0.9426006,,163.032,0.07947
MANT,0.788051,24.966187,1.3520747,2.0881906,,5.952,0.08663999
DCT,,,11.405565,3.9992776,,3.474,-0.023120001
BCRX,2.484034,,26.005413,,,,
CVBF,0.461226,14.898734,6.528802,1.5456337,,,0.10622
IONQ,,,5667.9097,4.5293317,,0.761,
IBP,1.814025,25.424242,1.593971,7.564237,,161.009,0.33644
EYE,1.73394,21.833052,1.5256374,3.2379756,,103.048,0.16951999
LCII,1.518441,12.447595,0.77962774,3.0563726,,122.096,0.26654
KLIC,1.256103,9.264706,2.2024965,3.0279899,,3.925,0.39624
NWE,0.49974,16.445229,2.4908,1.4202083,,110.328,0.087910004
WTM,0.503896,18.107578,2.8520846,0.89569616,,20.86,0.02708
VSAT,1.115862,97.280334,1.2734908,1.2953368,,95.188,0.0134000005
AWR,0.171556,33.328087,6.2728767,4.609107,,91.701,0.14213
EQC,0.286233,,56.083,1.0650865,,,-0.0050999997
RDFN,1.723853,,1.416586,6.7848854,,432.719,-0.17191
FIX,1.197414,21.066076,1.0597937,3.991622,,49.126,0.20639
LOPE,0.461298,15.2574625,3.964827,2.658455,,10.251,0.17933
FHI,1.096469,11.006036,2.3819988,2.5339715,,29.397,0.21347
AIMC,2.320238,18.840515,1.462001,1.3310108,,64.992,0.07396
BCC,1.836796,5.536236,0.41106436,2.3979514,,41.714,0.54653
AMEH,0.349773,26.924984,3.1928318,4.423508,,37.769,0.16982001
ALGT,1.573843,24.68959,1.718422,2.4221165,,142.911,0.16065
OMI,0.354549,13.787879,0.32980487,3.6372142,,122.923,0.2685
CIM,0.962705,4.3372216,2.6579175,0.75530934,,296.442,0.17833
CCOI,0.14961,131.55925,5.2881565,,,,
AEIS,1.663351,24.305008,2.2754657,3.8808517,,60.593,0.16993
SEM,1.375435,7.4842963,0.52359897,2.790725,,345.792,0.28568
CNO,1.354805,7.413473,0.71740204,0.5697119,,77.003,0.08472
KW,1.154586,7.043588,5.6493874,2.0690296,,294.026,0.27741
AAON,0.651914,40.60902,5.499017,7.0730743,,,0.1918
CWT,0.13974,25.622473,3.7176795,2.6875029,,105.733,0.11243
MDC,1.429139,5.848588,0.6016535,1.2862319,,68.335,0.24323
BE,3.684466,,4.3312764,,,286383.72,-8.19673
ONB,0.874285,10.045198,3.4874723,0.9711071,,,0.0992
AUB,1.200397,11.988721,4.1406765,1.134009,,,0.09741
RRR,2.484833,29.317764,1.8110209,9.400867,,447.842,0.59361
WEBR,,,1.674638,,,,
GPI,1.72,6.1725173,0.25925088,1.7237766,,99.562,0.34505
ATI,1.643116,,1.2362342,6.148061,,337.092,-0.87581
NNI,0.618701,6.5001564,2.598938,1.1154649,,651.417,0.18584
ASO,,4.92567,0.43362907,2.0593324,,135.298,0.52626
AVA,0.634805,20.29148,2.3078444,1.5236716,,121.491,0.07599
FTDR,0.551601,20.770832,1.5970073,41.085167,,1103.226,
EPRT,1.424312,39.669292,14.842625,1.5778265,,54.007,0.041139998
PEB,1.824962,,5.1851583,0.9049589,,86.231,-0.09653
FLR,2.894069,,0.2310772,2.0332832,,63.742,-0.17329
BMI,,51.242268,5.75561,7.420872,,,0.15931
FTI,2.138693,26.12319,0.24995553,0.92900395,,86.978,0.1142
FBP,1.296103,11.523569,3.160952,1.2999715,,,0.11644
CVLT,0.591168,128.41583,3.9849625,9.815348,,6.493,0.06552
MRCY,1.010389,98.30244,4.137713,2.5850623,,19.364,0.027090002
ENS,1.425454,20.36,0.94142973,1.9349409,,74.397,0.10104
CBRL,1.396857,25.30579,0.9930324,4.670878,,186.343,0.19201
HAE,0.273766,96.661125,3.1845489,4.253344,,112.804,0.04573
AJRD,0.395337,22.930231,1.4734282,7.891156,,125.606,0.25441998
SHAK,1.521133,,4.0383477,6.7242513,,150.539,-0.045110002
FULT,0.833246,11.371795,3.0507984,1.1423053,,,0.1039
TEX,1.666493,15.8881445,0.7644383,2.656744,,85.143,0.18325001
MLKN,,,0.97816783,2.0493867,,121.889,-0.00712
TRN,1.272003,,1.714127,2.1741354,,333.35,-0.04547
SBRA,1.384883,,5.2414403,0.89232403,,81.448,-0.015470001
PBH,0.690909,16.791866,2.9151926,2.0379066,,111.665,0.131
PTCT,0.894545,,4.8891096,22.92256,,510.397,-1.47753
IHRT,1.75646,,0.85578495,3.857329,,828.967,-0.29102
MCY,0.420259,7.8011527,0.74651986,1.3976302,,19.1,0.18993
ATRC,,69.969795,12.329589,6.53376,,14.913,0.10017
DORM,0.726305,23.163094,2.4358368,3.3653007,,33.376,0.1537
TWNK,0.690389,35.527157,2.7953982,1.7110324,,66.869,0.04994
WERN,0.861263,12.555461,1.093632,2.2887125,,31.353,0.2044
SABR,2.070649,,2.045772,,,,-7.37409
VSBC,1.66433,,1218.7152,4666.6665,,93.62,
WHD,2.329862,79.22374,8.15088,6.716129,,5.661,0.094510004
LGF-A,1.568216,,0.94429773,1.2608341,,127.709,-0.0365
RMBS,0.987012,14414.999,10.565056,3.7190404,,23.428,0.00018999999
VSH,1.33267,9.286407,0.8548644,1.6054044,,33.15,0.17977
AIN,1.360019,23.84254,3.0076234,3.1881647,,43.986,0.13994001
OLLI,1.24167,16.130709,1.5513229,2.17363,,33.262,0.14034
JW-A,0.741818,21.397121,1.3773458,2.543661,,109.717,0.12534
OFC,0.992207,21.247078,4.597367,1.8650794,,129.359,0.08912
CNR,1.996883,4.262561,0.5007891,2.3879244,,305.83,0.82185996
ABM,1.335584,24.655914,0.4956497,1.918026,,64.603,0.08123
SAVE,1.482844,,0.7992531,1.1743824,,240.997,-0.21659
PTEN,3.024328,,2.812316,1.5918053,,53.536,-0.20766
COLB,0.686225,11.728758,4.568837,1.0951756,,,0.08217
JOE,1.087792,54.337124,14.601028,5.828339,,62.61,0.10699
WOR,1.077922,7.4953547,0.74629515,2.0581632,,48.8,0.29108998
GEF,1.03948,7.306926,0.51073503,1.8810326,,157.473,0.29301
KOD,1.458627,,,0.6107894,,10.871,-0.43727002
SJI,0.901818,49.286736,2.1143086,2.124585,,185.86,0.0435
VCRA,0.340091,,12.237348,18.062086,,174.228,-0.04763
WLL,,2.0942755,2.4282646,2.2562299,,6.745,0.10354
LOB,1.513246,16.501871,6.7749915,3.8856027,,,0.26137
TWST,0.88423,,17.779972,4.4630985,,11.653,-0.26067
ETWO,0.341377,12.897898,10.051553,0.8031791,,21.809,-0.02606
HUBG,0.970909,26.35915,0.7530377,2.3379219,,24.184,0.09167
SWTX,,,,5.639474,,0.306,-0.35512
WSFS,,9.048203,4.591051,1.2857748,,,0.14577
VC,2.045194,113.55691,1.1277361,7.8414035,,103.043,0.07035
KTB,1.243285,13.823976,1.0631685,14.190031,,460.938,1.84669
INSM,2.193246,,15.737334,5.416178,,119.088,-0.98361
PDCO,1.510129,19.503069,0.4860201,3.0652783,,70.782,0.16677
FWRD,1.16935,47.383987,1.8081053,5.0541077,,55.144,0.16795999
AMRC,0.783689,48.772476,2.8868282,4.808819,,131.989,0.12258001
URBN,1.519144,9.069301,0.6159585,1.517732,,70.194,0.18768999
QRTEA,1.844773,1.8344828,0.14621763,0.56415695,,218.549,0.34352002
PIPR,1.435604,11.681034,1.2404333,2.0292025,,24.365,0.32386002
RCII,1.481558,10.364416,0.46474984,2.2467473,,185.225,0.25985
DY,1.56935,64.51868,0.8688418,3.342638,,111.273,0.05056
UNIT,1.054232,80.11696,2.9868412,,,,
NEO,0.637402,50.421837,5.162753,2.2015169,,53.886,0.05415
USM,0.571854,18.569553,0.5912278,0.542707,,79.644,0.030720001
ITGR,1.364675,30.789177,2.2983737,2.030433,,51.369,0.068959996
RXT,,,0.73088056,1.5707288,,300.613,-0.14421
IOVA,0.809547,,,3.1418314,,10.36,-0.44153
YELP,1.764155,69.085236,2.4467916,3.1260583,,22.774,0.04704
MSGE,,,8.42646,1.259635,,97.171,-0.19004999
MGEE,0.618181,24.39,4.667402,2.5733275,,62.045,0.108389996
FTAI,1.872207,,5.7939925,1.8420408,,253.988,-0.1419
VRRM,1.45974,281.55173,5.3008904,10.427842,,414.433,0.03211
MPLN,,,2.250939,1.0392103,,209.016,-0.04481
DBC,,6.26844,,,,,
AI,,,11.61013,2.3947692,,0.43,-0.21431999
FOLD,1.278965,,7.621712,5.9467454,,116.664,-0.6847
MOG-A,1.395324,17.2115,0.99063605,1.9211111,,70.928,0.11896
NUVA,1.197402,,2.6319075,3.6002254,,122.352,-0.02977
HTH,1.094545,6.0216928,1.2018727,0.99129546,,,0.17747
PRMW,1.363286,,1.1345171,1.7800537,,127.377,-0.01525
APAM,1.780259,7.502494,2.0906024,9.827541,,77.318,1.52963
MDRX,0.951765,3.729989,1.7161283,1.8118194,,32.392,-0.013710001
LILA,1.399261,16.270626,0.48756722,0.77448744,,215.331,0.03593
CNNE,0.731572,6.8226223,3.2294352,0.6743229,,11.999,0.10413
ESBA,1.08935,,4.4236097,1.5712833,,126.58,-0.00477
SANM,1.055064,10.0822935,0.3852141,1.3839729,,21.565,0.15334
GKOS,1.690389,,8.545355,4.177778,,63.813,-0.06078
OTTR,0.402597,17.811956,2.3382084,2.6769593,,90.546,0.1594
NGVT,2.150649,19.99399,1.8927693,4.0652494,,206.874,0.21371001
ABR,1.883636,7.5256414,4.133317,1.5287786,,458.404,0.21056
BDC,1.386374,21.229385,1.0560404,2.7061634,,161.653,0.072919995
GO,-0.28577,36.217228,0.8974616,2.8018157,,144.425,0.084910005
TPH,1.467012,6.196185,0.65933865,1.0855969,,59.482,0.19197
SAGE,1.73446,3.1530392,1.8436474,1.1172719,,1.084,0.51476
NUS,1.226255,10.687091,0.87682027,2.5379841,,55.193,0.16299
FROG,,,11.715779,3.450799,,4.352,-0.07596
HLIO,1.053506,27.8965,3.0229897,3.5264497,,71.737,0.1357
NVRO,1.09995,,5.987849,7.387121,,53.084,-0.31004
KAI,1.272207,30.96784,3.1861508,4.323435,,58.014,0.15293999
CVET,2.093909,,0.53968775,1.6432829,,79.279,-0.03548
SCL,0.700779,15.970725,1.041568,2.197185,,33.236,0.1519
PACB,1.156883,,20.494595,2.9643233,,113.343,-0.07618
MNTV,1.284697,,5.4113503,6.3856907,,80.38,-0.28855
RLJ,2.003547,,3.555606,1.0925851,,104.401,-0.14265001
AXNX,0.300556,,16.441833,5.428032,,1.971,-0.19451
EBS,0.947532,10.033453,1.3670242,1.4808154,,58.396,0.16364999
FMBI,1.146493,13.976608,3.3773522,0.98516077,,,0.0715
FBC,1.565194,4.0989017,1.191117,0.9177392,,,0.24876
NVTA,1.798961,,4.6705136,0.65317124,,55.269,-0.23173
WFRD,3.195991,,0.6105781,3.4609303,,438.949,-0.52768004
AUPH,0.655584,,19.549866,4.7327247,,2.987,-0.44013
LPRO,0.325196,18.307983,11.933827,19.050446,,118.918,1.6487601
DDD,1.178701,6.3493977,3.1859303,2.6407216,,7.169,0.52378
NTCT,0.660779,64.58248,2.7745078,1.1773223,,20.917,0.0188
UNFI,1.021382,11.121951,0.087437496,1.5006033,,234.089,0.16527
TDS,1.06713,17.517307,0.38089946,0.4199568,,60.611,0.02707
SPXC,1.348571,5.221248,1.379665,2.1408703,,23.352,0.12389
B,1.196883,25.342855,1.8151765,1.6115551,,45.395,0.06624
GCP,0.930562,127.62097,2.402459,3.5030437,,60.297,0.029660001
AHCO,0.136161,,0.94400716,0.99608207,,119.962,0.03629
FIBK,1.130389,13.071853,3.8671951,1.2434942,,,0.094840005
FRME,1.220259,11.631565,4.53961,1.2498567,,,0.109639995
WIRE,1.144935,5.683548,1.0323445,1.9495581,,,0.41957
STFC,0.358528,32.324425,1.3952986,2.4182823,,12.787,0.07551
TBK,1.023868,21.56537,5.730531,3.149526,,,0.14249
BTU,1.444767,,1.051341,2.8608792,,132.092,-0.26196
ADV,0.921944,,0.60545534,0.8408797,,79.723,-0.058330003
MTX,1.410389,15.370207,1.2807119,1.5416409,,67.404,0.10492
WAFD,0.797115,14.790793,3.8434608,1.2611037,,,0.09259
IBRX,,,1671.1289,,,,
DOOR,1.743376,16.401285,0.8944692,3.1795392,,143.521,0.21872
VCTR,1.084634,9.329766,2.6188488,2.6014922,,73.058,0.34513
HMHC,1.308051,14.829787,2.217446,7.212832,,124.037,-0.17811
ZNTL,,,,5.429064,,0.219,-0.41155
IOSP,1.350129,25.894794,1.7044365,2.3713746,,3.373,0.09567001
LAUR,0.81191,4.136561,1.9295644,1.6725094,,50.519,-0.35007
FSS,1.017662,20.179089,1.7679803,2.7872648,,37.469,0.14818
BDN,1.109895,93.49315,5.076632,1.3625474,,110.306,0.0070499997
NG,0.338896,,,27.442749,,131.928,-0.36778
CORT,0.606183,29.096386,7.9009256,5.1547494,,0.194,0.20672001
PLXS,1.118961,17.2521,0.6827666,2.2399826,,29.292,0.13852
GMS,2.003547,11.814971,0.55752546,2.2712462,,132.022,0.22218001
ANF,1.725798,7.1574183,0.4859719,1.9829317,,139.101,0.32355
WGO,1.856103,6.8410506,0.54170597,1.8630972,,48.23,0.31916
CENT,0.549923,17.10909,0.7307789,2.1260734,,110.876,0.13277
AAWW,1.117922,4.7674212,0.61611414,0.8921185,,99.882,0.21566999
ARCB,1.651417,14.758857,0.60746175,2.5157633,,36.284,0.24295999
HRMY,,212.44897,9.000437,16.003075,,126.346,0.0947
CDNA,0.555844,,6.698363,3.9112453,,4.596,-0.04867
SATS,,14.356744,1.005251,0.58367234,,47.77,0.017860001
TTGT,0.890909,104.495674,8.995031,10.023497,,106.456,0.109069996
PACK,1.14274,,4.9989667,2.902062,,66.704,-0.00957
MED,1.456103,14.14967,1.5511118,11.13143,,9.999,0.93978
RLAY,,,28.015074,3.5862854,,4.082,-0.40657002
ACA,0.377365,37.84722,1.3346686,1.3563287,,40.322,0.037100002
UCTT,1.991168,19.264574,1.0392241,2.4111803,,78.067,0.14762999
NPO,1.502857,33.606304,1.970776,1.9643438,,41.866,0.05763
ROIC,1.498732,40.993378,7.9334445,1.7847189,,98.261,0.04397
LBRT,2.890028,,1.2063707,2.0042322,,22.256,-0.19131
NMIH,1.66447,8.962524,4.1458344,1.2848498,,26.004,0.15502
SBCF,1.290389,17.263561,6.116283,1.6140035,,,0.09831
SWI,0.857513,20.658499,2.986402,0.92006546,,86.525,-0.024330001
BIGC,,,7.924688,9.737895,,216.38,-0.35431
SASR,1.041272,9.131026,3.74521,1.4011277,,,0.15728
WWW,1.858181,,0.81941056,2.992509,,183.315,-0.12675999
JELD,2.431128,14.135876,0.45545825,2.616946,,227.548,0.18284
PRK,0.785454,13.689634,4.469618,2.0563018,,,0.15597999
THS,0.53974,40.77009,0.46965665,1.0971947,,113.581,0.040760003
HTLF,1.206862,10.182452,2.9973004,1.017953,,,0.10321999
EMBK,,,,8.5842285,,80.104,
BANR,1.050223,11.333703,3.3487496,1.2588346,,,0.11979
CAKE,1.607272,213.4066,0.7489688,6.292936,,567.104,0.08885
CCXI,1.895077,,49.90718,5.406243,,23.094,-0.33606
OI,1.610641,26.44681,0.30664775,4.2192802,,597.461,0.26872998
LPSN,1.12935,,3.7262397,6.1458335,,220.796,-0.45814
VSTO,0.398884,5.8213344,0.8246015,2.3037803,,62.592,0.51423
AAT,1.231168,96.295334,6.3690553,1.8053328,,137.857,0.02407
GTN,1.934025,9.991779,0.9323188,1.3057957,,167.496,0.12327
KTOS,0.685714,30.81301,2.9139707,2.494734,,40.171,0.088649996
MYGN,1.577142,30.179949,2.579073,1.9320332,,9.654,
KOS,3.523116,,2.3734906,7.735042,,847.491,-0.47337002
RIOT,4.280519,84.946815,14.586119,2.0153964,,1.088,0.03716
VCYT,0.933366,,9.900391,1.669447,,1.696,-0.09554
EVH,2.130283,,2.4366975,3.8698728,,49.677,-0.0793
PRG,1.84535,8.222222,0.6347585,1.8205564,,90.529,0.29247
PDM,0.987532,40.16355,4.087373,1.1479132,,89.853,0.02807
CALM,-0.166753,,1.5221994,2.184561,,0.19,-0.0075700004
XHR,1.580805,,4.322687,1.4539732,,104.636,-0.06555
GNW,0.991168,2.0664961,0.23769009,0.1343487,,15.3,0.06962
